macPrefix,vendor,OS_family
24:D3:37,Xiaomi Communications Co Ltd,android
CC:42:10,Xiaomi Communications Co Ltd,android
CC:08:FA,"Apple, Inc.",macos
90:9B:6F,"Apple, Inc.",macos
74:73:B4,"Apple, Inc.",macos
A4:FC:14,"Apple, Inc.",macos
A8:1A:F1,"Apple, Inc.",macos
14:1A:97,"Apple, Inc.",macos
3C:1E:B5,"Apple, Inc.",macos
AC:86:A3,"Apple, Inc.",macos
FC:9C:A7,"Apple, Inc.",macos
48:E1:5C,"Apple, Inc.",macos
74:15:F5,"Apple, Inc.",macos
28:02:2E,"Apple, Inc.",macos
10:CF:0F,"Apple, Inc.",macos
A4:16:C0,"Apple, Inc.",macos
DC:45:B8,"Apple, Inc.",macos
90:EC:EA,"Apple, Inc.",macos
F0:D3:1F,"Apple, Inc.",macos
10:B5:88,"Apple, Inc.",macos
54:32:C7,"Apple, Inc.",macos
B4:AE:C1,"Apple, Inc.",macos
84:46:93,"Beijing Xiaomi Mobile Software Co., Ltd",android
44:DF:65,"Beijing Xiaomi Mobile Software Co., Ltd",android
74:D5:58,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
5C:16:48,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
1C:2A:B0,"Beijing Xiaomi Electronics Co.,Ltd",android
B8:EA:98,Xiaomi Communications Co Ltd,android
E4:BC:AA,Xiaomi Communications Co Ltd,android
EC:21:50,"vivo Mobile Communication Co., Ltd.",android
8C:E0:42,"vivo Mobile Communication Co., Ltd.",android
0C:BD:75,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
94:97:AE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A8:C5:6F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
AC:7A:94,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
2C:FE:4F,Xiaomi Communications Co Ltd,android
90:2A:EE,Xiaomi Communications Co Ltd,android
68:85:A4,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
88:68:4B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
40:92:1A,"Apple, Inc.",macos
20:15:82,"Apple, Inc.",macos
10:E2:C9,"Apple, Inc.",macos
60:82:46,"Apple, Inc.",macos
04:9D:05,"Apple, Inc.",macos
98:B3:79,"Apple, Inc.",macos
2C:C2:53,"Apple, Inc.",macos
10:BD:3A,"Apple, Inc.",macos
18:4A:53,"Apple, Inc.",macos
10:9F:41,"Apple, Inc.",macos
84:88:E1,"Apple, Inc.",macos
70:72:FE,"Apple, Inc.",macos
7C:C0:6F,"Apple, Inc.",macos
D4:2F:CA,"Apple, Inc.",macos
EC:2C:73,"Apple, Inc.",macos
94:3F:D6,"Apple, Inc.",macos
EC:81:50,"Apple, Inc.",macos
28:C1:A0,"Apple, Inc.",macos
D0:58:A5,"Apple, Inc.",macos
C0:17:54,"Apple, Inc.",macos
20:E4:6F,"vivo Mobile Communication Co., Ltd.",android
8C:DF:2C,"vivo Mobile Communication Co., Ltd.",android
D4:BA:FA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
58:43:AB,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
C0:5B:44,"Beijing Xiaomi Mobile Software Co., Ltd",android
E4:45:19,"Beijing Xiaomi Electronics Co.,Ltd",android
9C:FB:77,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
F8:C4:AE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
9C:74:03,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
74:33:57,"vivo Mobile Communication Co., Ltd.",android
20:72:A9,"Beijing Xiaomi Electronics Co.,Ltd",android
24:23:61,"vivo Mobile Communication Co., Ltd.",android
AC:C0:48,"OnePlus Technology (Shenzhen) Co., Ltd",android
4C:C6:4C,"Beijing Xiaomi Mobile Software Co., Ltd",android
E4:40:97,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
DC:B4:CA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A4:CC:B3,Xiaomi Communications Co Ltd,android
58:C4:1E:8,"Xiaomi EV Technology Co., Ltd.",android
48:C4:61,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
10:71:FA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
58:AD:12,"Apple, Inc.",macos
60:FD:A6,"Apple, Inc.",macos
80:A9:97,"Apple, Inc.",macos
34:8C:5E,"Apple, Inc.",macos
F0:EE:7A,"Apple, Inc.",macos
D4:0F:9E,"Apple, Inc.",macos
98:0D:AF,"Apple, Inc.",macos
DC:6D:BC,"Apple, Inc.",macos
A4:D2:3E,"Apple, Inc.",macos
30:E0:4F,"Apple, Inc.",macos
A8:9C:78,"Apple, Inc.",macos
20:91:DF,"Apple, Inc.",macos
7C:61:30,"Apple, Inc.",macos
80:B9:89,"Apple, Inc.",macos
C4:52:4F,"Apple, Inc.",macos
60:3E:5F,"Apple, Inc.",macos
F8:E5:CE,"Apple, Inc.",macos
38:9C:B2,"Apple, Inc.",macos
58:36:53,"Apple, Inc.",macos
84:D3:28,"Apple, Inc.",macos
74:C5:30,"vivo Mobile Communication Co., Ltd.",android
4C:99:92,"vivo Mobile Communication Co., Ltd.",android
CC:EB:5E,Xiaomi Communications Co Ltd,android
14:99:3E,Xiaomi Communications Co Ltd,android
88:6C:60,Xiaomi Communications Co Ltd,android
C4:93:BB,"Beijing Xiaomi Mobile Software Co., Ltd",android
A4:A9:30,"Beijing Xiaomi Mobile Software Co., Ltd",android
E4:E2:6C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
48:35:43,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
00:9C:C0,"vivo Mobile Communication Co., Ltd.",android
DC:2D:04,"vivo Mobile Communication Co., Ltd.",android
FC:A9:F5,Xiaomi Communications Co Ltd,android
30:50:CE,Xiaomi Communications Co Ltd,android
B4:05:A1,Xiaomi Communications Co Ltd,android
E8:4A:54,"Beijing Xiaomi Mobile Software Co., Ltd",android
50:A6:D8,"Apple, Inc.",macos
68:CA:C4,"Apple, Inc.",macos
90:2C:09,"Apple, Inc.",macos
EC:0D:51,"Apple, Inc.",macos
A0:B4:0F,"Apple, Inc.",macos
AC:DF:A1,"Apple, Inc.",macos
DC:10:57,"Apple, Inc.",macos
68:3E:C0,"Apple, Inc.",macos
30:D8:75,"Apple, Inc.",macos
34:B1:EB,"Apple, Inc.",macos
A0:52:72,"Apple, Inc.",macos
A4:F8:41,"Apple, Inc.",macos
20:04:84,"Apple, Inc.",macos
18:3F:70,"Apple, Inc.",macos
A4:F6:E8,"Apple, Inc.",macos
28:83:C9,"Apple, Inc.",macos
64:41:E6,"Apple, Inc.",macos
70:BB:5B,"Apple, Inc.",macos
60:57:C8,"Apple, Inc.",macos
74:0E:A4,"Apple, Inc.",macos
78:ED:BC,"OnePlus Technology (Shenzhen) Co., Ltd",android
3C:B0:ED,Nothing Technology Limited,android
D4:CB:CC,"vivo Mobile Communication Co., Ltd.",android
A8:05:56,"vivo Mobile Communication Co., Ltd.",android
7C:4B:26,"Apple, Inc.",macos
A0:D1:B3,"Apple, Inc.",macos
CC:11:5A,"Apple, Inc.",macos
D8:E5:93,"Apple, Inc.",macos
CC:68:E0,"Apple, Inc.",macos
E4:AA:E4,Xiaomi Communications Co Ltd,android
68:C4:4C,Xiaomi Communications Co Ltd,android
AC:97:38,"Apple, Inc.",macos
A4:E2:87,Xiaomi Communications Co Ltd,android
68:45:CC,"Apple, Inc.",macos
0C:DB:EA,"Apple, Inc.",macos
CC:60:23,"Apple, Inc.",macos
80:95:3A,"Apple, Inc.",macos
F8:71:A6,"Apple, Inc.",macos
28:34:FF,"Apple, Inc.",macos
98:FE:E1,"Apple, Inc.",macos
2C:81:BF,"Apple, Inc.",macos
D0:C0:50,"Apple, Inc.",macos
78:A7:C7,"Apple, Inc.",macos
84:94:37,"Apple, Inc.",macos
D0:6B:78,"Apple, Inc.",macos
0C:53:B7,"Apple, Inc.",macos
7C:F3:4D,"Apple, Inc.",macos
78:53:33,"Beijing Xiaomi Electronics Co.,Ltd",android
CC:4D:75,"Beijing Xiaomi Mobile Software Co., Ltd",android
CC:D8:43,"Beijing Xiaomi Mobile Software Co., Ltd",android
38:C6:BD,Xiaomi Communications Co Ltd,android
FC:5B:8C,Xiaomi Communications Co Ltd,android
C0:16:93,Xiaomi Communications Co Ltd,android
0C:51:7E,"Apple, Inc.",macos
0C:6A:C4,"Apple, Inc.",macos
BC:37:D3,"Apple, Inc.",macos
F4:FE:3E,"Apple, Inc.",macos
60:65:25,"Apple, Inc.",macos
F4:39:A6,"Apple, Inc.",macos
34:2B:6E,"Apple, Inc.",macos
FC:55:57,"Apple, Inc.",macos
8C:26:AA,"Apple, Inc.",macos
A8:BB:56,"Apple, Inc.",macos
90:62:3F,"Apple, Inc.",macos
28:2D:7F,"Apple, Inc.",macos
D0:3E:07,"Apple, Inc.",macos
50:B1:27,"Apple, Inc.",macos
F8:42:88,"Apple, Inc.",macos
60:0F:6B,"Apple, Inc.",macos
10:A2:D3,"Apple, Inc.",macos
88:B7:EB,"Apple, Inc.",macos
4C:97:CC,"Apple, Inc.",macos
34:EE:16,"Apple, Inc.",macos
98:2F:86,"vivo Mobile Communication Co., Ltd.",android
88:54:8E,"vivo Mobile Communication Co., Ltd.",android
7C:F0:E5,"OnePlus Technology (Shenzhen) Co., Ltd",android
00:CA:E0,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
54:64:BC,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
AC:8C:46,"Beijing Xiaomi Mobile Software Co., Ltd",android
78:34:FD,"vivo Mobile Communication Co., Ltd.",android
A8:6A:86,Xiaomi Communications Co Ltd,android
1C:7A:CF,"vivo Mobile Communication Co., Ltd.",android
74:38:22,Xiaomi Communications Co Ltd,android
9C:9E:D5,Xiaomi Communications Co Ltd,android
50:88:11,"Beijing Xiaomi Mobile Software Co., Ltd",android
F8:C4:FA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
B0:9C:63,Xiaomi Communications Co Ltd,android
E8:98:47,Xiaomi Communications Co Ltd,android
D4:17:61,Xiaomi Communications Co Ltd,android
3C:AF:B7,Xiaomi Communications Co Ltd,android
6C:48:3F,Xiaomi Communications Co Ltd,android
68:4D:B6,Xiaomi Communications Co Ltd,android
1C:7A:43,"vivo Mobile Communication Co., Ltd.",android
A8:6F:36,"vivo Mobile Communication Co., Ltd.",android
5C:91:75,"Apple, Inc.",macos
40:DA:5C,"Apple, Inc.",macos
D0:11:E5,"Apple, Inc.",macos
A0:78:2D,"Apple, Inc.",macos
9C:FA:76,"Apple, Inc.",macos
9C:1A:25,"Apple, Inc.",macos
DC:71:D0,"Apple, Inc.",macos
20:FA:85,"Apple, Inc.",macos
24:B3:39,"Apple, Inc.",macos
9C:58:84,"Apple, Inc.",macos
14:28:76,"Apple, Inc.",macos
14:7F:CE,"Apple, Inc.",macos
B0:D5:76,"Apple, Inc.",macos
30:3B:7C,"Apple, Inc.",macos
BC:BB:58,"Apple, Inc.",macos
1C:E2:09,"Apple, Inc.",macos
00:81:2A,"Apple, Inc.",macos
40:D1:60,"Apple, Inc.",macos
AC:07:75,"Apple, Inc.",macos
84:2F:57,"Apple, Inc.",macos
6C:60:16,"OnePlus Technology (Shenzhen) Co., Ltd",android
44:F7:70,"Beijing Xiaomi Mobile Software Co., Ltd",android
